,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
12821,570020,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
12822,263636,Almora_Makedi_D (Uttarakhand),Almora_Makedi_D (Uttarakhand),Almora_Makedi_D (Uttarakhand),Almora,Uttarakhand,FALSE
12823,742224,Dhulian_RatanDPP_D (West Bengal),Dhulian_RatanDPP_D (West Bengal),Dhulian_RatanDPP_D (West Bengal),Dhulian,West Bengal,TRUE
12824,212635,AmbujNagar_ShvrjprRd_D (Uttar Pradesh),AmbujNagar_ShvrjprRd_D (Uttar Pradesh),AmbujNagar_ShvrjprRd_D (Uttar Pradesh),Ambuj Nagar,Uttar Pradesh,TRUE
12825,455048,Indore_BarodaArjun_L (Madhya Pradesh),Indore_BarodaArjun_H (Madhya Pradesh),Indore_BarodaArjun_L (Madhya Pradesh),Indore,Madhya Pradesh,TRUE
12826,742403,Dakshinkhanda_BusStand_DPP (West Bengal),Dakshinkhanda_BusStand_DPP (West Bengal),Dakshinkhanda_BusStand_DPP (West Bengal),Katwa,West Bengal,FALSE
12827,691021,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
12828,522614,Piduguralla_Rasoolpet_D (Andhra Pradesh),Piduguralla_Rasoolpet_D (Andhra Pradesh),Piduguralla_Rasoolpet_D (Andhra Pradesh),Piduguralla,Andhra Pradesh,TRUE
12829,822117,Japla_Darua_D (Jharkhand),Japla_Darua_D (Jharkhand),Japla_Darua_D (Jharkhand),Japla,Jharkhand,TRUE
12830,743606,Kolkata_TrtllaRD_L (West Bengal),Kolkata_TrtllaRD_L (West Bengal),Kolkata_TrtllaRD_L (West Bengal),Kolkata,West Bengal,TRUE
12831,622408,Ponnamaravathi_Nattukkal_D (Tamil Nadu),Ponnamaravathi_Nattukkal_D (Tamil Nadu),Ponnamaravathi_Nattukkal_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,FALSE
12832,201006,Ghaziabad_Indirapuram_L (Uttar Pradesh),Noida_Temp_H (Uttar Pradesh),Ghaziabad_Indirapuram_L (Uttar Pradesh),Ghaziabad,Uttar Pradesh,FALSE
12833,562128,Ramanagara_KunigalRd_D (Karnataka),Ramanagara_KunigalRd_D (Karnataka),Ramanagara_KunigalRd_D (Karnataka),Ramanagara,Karnataka,TRUE
12834,614012,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
12835,410062,Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur,Maharashtra,TRUE
12836,680004,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
12837,690527,Kayamkulam_Peringala_D (Kerala),Kayamkulam_Peringala_D (Kerala),Kayamkulam_Peringala_D (Kerala),Kayamkulam,Kerala,TRUE
12838,285121,Jalaun_Madhogarh_D (Uttar Pradesh),Jalaun_Madhogarh_D (Uttar Pradesh),Jalaun_Madhogarh_D (Uttar Pradesh),Jalaun,Uttar Pradesh,TRUE
12839,688536,Alappuzha_Nedumbrakkad_D (Kerala),Alappuzha_Nedumbrakkad_D (Kerala),Alappuzha_Nedumbrakkad_D (Kerala),Alappuzha,Kerala,TRUE
12840,691553,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
12841,456776,Badnagar_Teacherscolony_D (Madhya Pradesh),Badnagar_Teacherscolony_D (Madhya Pradesh),Badnagar_Teacherscolony_D (Madhya Pradesh),Badnagar,Madhya Pradesh,TRUE
12842,151503,Budhlada_Kalipur_D (Punjab),Budhlada_Kalipur_D (Punjab),Budhlada_Kalipur_D (Punjab),Budhlada,Punjab,FALSE
12843,388210,Umreth_PltinumPlza_DPP (Gujarat),Umreth_PltinumPlza_DPP (Gujarat),Umreth_PltinumPlza_DPP (Gujarat),Umreth,Gujarat,TRUE
12844,144202,SriHargobindpur_Talwara_D (Punjab),SriHargobindpur_Talwara_D (Punjab),SriHargobindpur_Talwara_D (Punjab),Sri Hargobindpur,Punjab,TRUE
12845,607204,Ulundurpet_HarishNgr_D (Tamil Nadu),Ulundurpet_HarishNgr_D (Tamil Nadu),Ulundurpet_HarishNgr_D (Tamil Nadu),Ulundurpet,Tamil Nadu,TRUE
12846,443204,DeaulgaonRaja_Ward2_DPP (Maharashtra),DeaulgaonRaja_Ward2_DPP (Maharashtra),DeaulgaonRaja_Ward2_DPP (Maharashtra),Deaulgaon Raja,Maharashtra,TRUE
12847,627008,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,FALSE
12848,581105,Dharwad_MarathaColony_D (Karnataka),Dharwad_MarathaColony_D (Karnataka),Dharwad_MarathaColony_D (Karnataka),Dharwad,Karnataka,FALSE
12849,600111,Chennai_Chrompet_L (Tamil Nadu),Chennai_Chrompet_L (Tamil Nadu),Chennai_Chrompet_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
12850,243503,Faridpur_RanaClny_D (Uttar Pradesh),Faridpur_RanaClny_D (Uttar Pradesh),Faridpur_RanaClny_D (Uttar Pradesh),Faridpur,Uttar Pradesh,FALSE
12851,583238,Koppal_PragatiNagar_D (Karnataka),Koppal_PragatiNagar_D (Karnataka),Koppal_PragatiNagar_D (Karnataka),Koppal,Karnataka,FALSE
12852,500097,Hyderabad_TollPlaza_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_TollPlaza_L (Telangana),Hyderabad,Telangana,FALSE
12853,609109,Mayavaram_Kutrallam_I (Tamil Nadu),Mayavaram_Kutrallam_I (Tamil Nadu),Mayavaram_Kutrallam_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,TRUE
12854,641604,Tirupur_RajivNagar_P (Tamil Nadu),Tirupur_RajivNagar_P (Tamil Nadu),Tirupur_RajivNagar_P (Tamil Nadu),Tirupur,Tamil Nadu,FALSE
12855,752018,Nirakarpur_Rameswar_D (Orissa),Nirakarpur_Rameswar_D (Orissa),Nirakarpur_Rameswar_D (Orissa),Nirakarpur,Orissa,TRUE
12856,683501,Cochin_Kalamaserry_L (Kerala),Aluva_Peedika_H (Kerala),Cochin_Kalamaserry_L (Kerala),Aluva,Kerala,FALSE
12857,577120,Koppa_Haranduru_D (Karnataka),Koppa_Haranduru_D (Karnataka),Koppa_Haranduru_D (Karnataka),Koppa-ka,Karnataka,TRUE
12858,127022,CharkhiDadri_Ramnagar_D (Haryana),CharkhiDadri_Ramnagar_D (Haryana),CharkhiDadri_Ramnagar_D (Haryana),Charkhi Dadri,Haryana,TRUE
12859,229418,Kunda_KaretiRd_D (Uttar Pradesh),Kunda_KaretiRd_D (Uttar Pradesh),Kunda_KaretiRd_D (Uttar Pradesh),Kunda,Uttar Pradesh,FALSE
12860,534449,DwarakaTirumala_PoliceStn_D (Andhra Pradesh),DwarakaTirumala_PoliceStn_D (Andhra Pradesh),DwarakaTirumala_PoliceStn_D (Andhra Pradesh),Dwaraka Tirumala,Andhra Pradesh,FALSE
12861,624712,Oddnchtram_Palani_D (Tamil Nadu),Oddnchtram_Palani_D (Tamil Nadu),Oddnchtram_Palani_D (Tamil Nadu),Oddanchatram,Tamil Nadu,TRUE
12862,425418,Navapur_ShefaliPark_DPP (Maharashtra),Navapur_ShefaliPark_DPP (Maharashtra),Navapur_ShefaliPark_DPP (Maharashtra),Navapur,Maharashtra,TRUE
12863,764043,Jeypore_Bariniput_I (Orissa),Jeypore_Bariniput_I (Orissa),Jeypore_Bariniput_I (Orissa),Jeypore,Orissa,FALSE
12864,273002,Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur_Tenua_H (Uttar Pradesh),Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur,Uttar Pradesh,FALSE
12865,562162,Bangalore_Nelamangla_L (Karnataka),Bangalore_Nelamangla_H (Karnataka),Bangalore_Nelamangla_L (Karnataka),Bangalore,Karnataka,FALSE
12866,312606,Jawad_Vajihiwada_D (Madhya Pradesh),Jawad_Vajihiwada_D (Madhya Pradesh),Jawad_Vajihiwada_D (Madhya Pradesh),Jawad,Madhya Pradesh,FALSE
12867,670315,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,TRUE
12868,332703,Ramgarh_Khoor_DPP (Rajasthan),Ramgarh_Khoor_DPP (Rajasthan),Ramgarh_Khoor_DPP (Rajasthan),Ramgarh-RJ,Rajasthan,FALSE
12869,313014,Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur_Balicha_H (Rajasthan),Udaipur,Rajasthan,FALSE
12870,678661,Pollachi_ThangamNagar_D (Tamil Nadu),Pollachi_ThangamNagar_D (Tamil Nadu),Pollachi_ThangamNagar_D (Tamil Nadu),Pollachi,Tamil Nadu,TRUE
12871,621652,Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukkattupalli,Tamil Nadu,TRUE
12872,613406,Thanjavur_Riyasnagar_D (Tamil Nadu),Thanjavur_Riyasnagar_D (Tamil Nadu),Thanjavur_Riyasnagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,FALSE
12873,689582,Tiruvalla_Peringara_D (Kerala),Tiruvalla_Peringara_D (Kerala),Tiruvalla_Peringara_D (Kerala),Tiruvalla,Kerala,FALSE
12874,193224,Kupwara_PoliceStn_DPP (Jammu & Kashmir),Kupwara_PoliceStn_DPP (Jammu & Kashmir),Kupwara_PoliceStn_DPP (Jammu & Kashmir),Kupwara,Jammu & Kashmir,FALSE
12875,221709,Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura,Uttar Pradesh,FALSE
12876,712612,Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur,West Bengal,TRUE
12877,641114,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
12878,131002,Sonipat_Sector51_L (Haryana),Sonipat_WazidpurSaboli_P (Haryana),Sonipat_Sector51_L (Haryana),Sonipat,Haryana,FALSE
12879,410102,Karjat_NeralRd_D (Maharashtra),Karjat_NeralRd_D (Maharashtra),Karjat_NeralRd_D (Maharashtra),Karjat,Maharashtra,FALSE
12880,761110,Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika,Orissa,TRUE
12881,723148,Hura_Lalpur_DPP (West Bengal),Hura_Lalpur_DPP (West Bengal),Hura_Lalpur_DPP (West Bengal),Hura,West Bengal,TRUE
12882,743201,Madhyamgram_Barasat_L (West Bengal),Madhyamgram_Barasat_L (West Bengal),Madhyamgram_Barasat_L (West Bengal),Madhyamgram,West Bengal,TRUE
12883,517192,Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru,Andhra Pradesh,TRUE
12884,632404,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,TRUE
12885,574210,Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur,Karnataka,FALSE
12886,627005,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,FALSE
12887,224230,Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda,Uttar Pradesh,TRUE
12888,676561,Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur_Perunthallur_D (Kerala),Tirur,Kerala,TRUE
12889,852122,Murliganj_JheelChowk_D (Bihar),Murliganj_JheelChowk_D (Bihar),Murliganj_JheelChowk_D (Bihar),Murliganj,Bihar,TRUE
12890,570031,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
12891,273165,Anandnagar_DhniDhla_DPP (Uttar Pradesh),Anandnagar_DhniDhla_DPP (Uttar Pradesh),Anandnagar_DhniDhla_DPP (Uttar Pradesh),Anandnagar,Uttar Pradesh,FALSE
12892,385001,Palanpur_Esbipura_D (Gujarat),Palanpur_Esbipura_D (Gujarat),Palanpur_Esbipura_D (Gujarat),Palanpur,Gujarat,TRUE
12893,625527,Usilampatti_Valayapatti_D (Tamil Nadu),Usilampatti_Valayapatti_D (Tamil Nadu),Usilampatti_Valayapatti_D (Tamil Nadu),Usilampatti,Tamil Nadu,FALSE
12894,733156,Raiganj_Gobindpur_D (West Bengal),Raiganj_Gobindpur_D (West Bengal),Raiganj_Gobindpur_D (West Bengal),Raiganj,West Bengal,TRUE
12895,481768,Mandla_Nainpur_D (Madhya Pradesh),Mandla_Nainpur_D (Madhya Pradesh),Mandla_Nainpur_D (Madhya Pradesh),Mandla,Madhya Pradesh,TRUE
12896,332405,Khandela_SangamCinema_DPP (Rajasthan),Khandela_SangamCinema_DPP (Rajasthan),Khandela_SangamCinema_DPP (Rajasthan),Khandela,Rajasthan,FALSE
12897,415628,Chiplun_Burumtali_D (Maharashtra),Chiplun_Burumtali_D (Maharashtra),Chiplun_Burumtali_D (Maharashtra),Chiplun,Maharashtra,TRUE
12898,425523,Phaltan_ShivajiN_D (Maharashtra),Phaltan_ShivajiN_D (Maharashtra),Phaltan_ShivajiN_D (Maharashtra),Phaltan,Maharashtra,TRUE
12899,385421,Palanpur_Esbipura_D (Gujarat),Palanpur_Esbipura_D (Gujarat),Palanpur_Esbipura_D (Gujarat),Palanpur,Gujarat,TRUE
12900,261125,Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur,Uttar Pradesh,TRUE
12901,413719,Shirdi_Sakori_D (Maharashtra),Shirdi_Sakori_D (Maharashtra),Shirdi_Sakori_D (Maharashtra),Shirdi,Maharashtra,TRUE
12902,743287,Joypul_Maniktala_D (West Bengal),Joypul_Maniktala_D (West Bengal),Joypul_Maniktala_D (West Bengal),Joypul,West Bengal,TRUE
12903,141004,Ludhiana_Pawa_L (Punjab),Ludhiana_Khakat_H (Punjab),Ludhiana_Pawa_L (Punjab),Ludhiana,Punjab,FALSE
12904,207250,Aliganj_LuhariDarwaja_D (Uttar Pradesh),Aliganj_LuhariDarwaja_D (Uttar Pradesh),Aliganj_LuhariDarwaja_D (Uttar Pradesh),Aliganj,Uttar Pradesh,TRUE
12905,711316,Howrah_Temp_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Howrah_Temp_L (West Bengal),Howrah,West Bengal,FALSE
12906,614201,Thanjavur_Riyasnagar_D (Tamil Nadu),Thanjavur_Riyasnagar_D (Tamil Nadu),Thanjavur_Riyasnagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,FALSE
12907,401209,Mumbai_Satavili_L (Maharashtra),Mumbai_Satavili_L (Maharashtra),Mumbai_Satavili_L (Maharashtra),Mumbai,Maharashtra,FALSE
12908,500072,Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad,Telangana,FALSE
12909,691552,Adoor_Vadakkadathukavu_D (Kerala),Adoor_Vadakkadathukavu_D (Kerala),Adoor_Vadakkadathukavu_D (Kerala),Adoor,Kerala,FALSE
12910,477446,Lahar_Beejasen_D (Madhya Pradesh),Lahar_Beejasen_D (Madhya Pradesh),Lahar_Beejasen_D (Madhya Pradesh),Lahar,Madhya Pradesh,FALSE
12911,365440,Amreli_Bhojalpara_D (Gujarat),Amreli_Bhojalpara_D (Gujarat),Amreli_Bhojalpara_D (Gujarat),Amreli,Gujarat,TRUE
12912,577513,Jagaluru_Tumatelayout_D (Karnataka),Jagaluru_Tumatelayout_D (Karnataka),Jagaluru_Tumatelayout_D (Karnataka),Jagaluru,Karnataka,FALSE
12913,844117,Lalganj_Nbchowk_D (Bihar),Lalganj_Nbchowk_D (Bihar),Lalganj_Nbchowk_D (Bihar),Lalganj-BH,Bihar,TRUE
12914,333027,Sultana_Central_DPP_1 (Rajasthan),Sultana_Central_DPP_1 (Rajasthan),Sultana_Central_DPP_1 (Rajasthan),Sultana,Rajasthan,TRUE
12915,686010,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
12916,141002,Ludhiana_Pawa_L (Punjab),Ludhiana_Khakat_H (Punjab),Ludhiana_Pawa_L (Punjab),Ludhiana,Punjab,FALSE
12917,843103,Dholi_Etwarpurjointi_D (Bihar),Dholi_Etwarpurjointi_D (Bihar),Dholi_Etwarpurjointi_D (Bihar),Dholi,Bihar,FALSE
12918,630307,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
12919,604201,Gingee_KVKThtr_D (Tamil Nadu),Gingee_KVKThtr_D (Tamil Nadu),Gingee_KVKThtr_D (Tamil Nadu),Gingee,Tamil Nadu,FALSE
12920,824116,Goh_Golapar_D (Bihar),Goh_Golapar_D (Bihar),Goh_Golapar_D (Bihar),Goh,Bihar,FALSE
12921,515867,Rayadurgam_Ramnagar_D (Andhra Pradesh),Rayadurgam_Ramnagar_D (Andhra Pradesh),Rayadurgam_Ramnagar_D (Andhra Pradesh),Rayadurgam,Andhra Pradesh,TRUE
12922,713519,Nabadwip_Srirmpur_D (West Bengal),Nabadwip_Srirmpur_D (West Bengal),Nabadwip_Srirmpur_D (West Bengal),Nabadwip,West Bengal,TRUE
12923,571218,Virajpet_TeluguSt_D (Karnataka),Virajpet_TeluguSt_D (Karnataka),Virajpet_TeluguSt_D (Karnataka),Virajpet,Karnataka,FALSE
12924,623001,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
12925,333704,Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu,Rajasthan,FALSE
12926,403720,Goa_Hub (Goa),Goa_Hub (Goa),Goa_Hub (Goa),Goa,Goa,FALSE
12927,742161,Kandi_DohalDPP_D (West Bengal),Kandi_DohalDPP_D (West Bengal),Kandi_DohalDPP_D (West Bengal),Khargram,West Bengal,TRUE
12928,143003,Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_I (Punjab),Amritsar_VerkaBypss_I (Punjab),Amritsar,Punjab,FALSE
12929,413204,Jamkhed_DaulatCmplex_DPP (Maharashtra),Jamkhed_DaulatCmplex_DPP (Maharashtra),Jamkhed_DaulatCmplex_DPP (Maharashtra),Jamkhed,Maharashtra,FALSE
12930,364002,Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar,Gujarat,FALSE
12931,847303,Bharwara_AtarwelPath_D (Bihar),Bharwara_AtarwelPath_D (Bihar),Bharwara_AtarwelPath_D (Bihar),Bharwara,Bihar,TRUE
12932,362020,Bhesan_STroad_DPP (Gujarat),Bhesan_STroad_DPP (Gujarat),Bhesan_STroad_DPP (Gujarat),Bhesan,Gujarat,FALSE
12933,273007,Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur_Tenua_H (Uttar Pradesh),Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur,Uttar Pradesh,FALSE
12934,845309,Rajgir_Naipokhar_D (Bihar),Rajgir_Naipokhar_D (Bihar),Rajgir_Naipokhar_D (Bihar),Rajgir,Bihar,TRUE
12935,142053,Moga_Duneke_I (Punjab),Moga_Duneke_I (Punjab),Moga_Duneke_I (Punjab),Moga,Punjab,FALSE
12936,575011,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,TRUE
12937,686577,Pala_PonadKaroor_D (Kerala),Pala_PonadKaroor_D (Kerala),Pala_PonadKaroor_D (Kerala),Pala,Kerala,TRUE
12938,333035,Pilani (Rajasthan),Pilani (Rajasthan),Pilani (Rajasthan),Pilani,Rajasthan,TRUE
12939,721653,Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura,West Bengal,TRUE
12940,160060,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
12941,751027,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,TRUE
12942,500063,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
12943,614102,Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur_Mannargudi_D (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
12944,505102,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,FALSE
12945,391347,Vadodara_Ranoli_L (Gujarat),Vadodara_RamNagar_P (Gujarat),Vadodara_Ranoli_L (Gujarat),Vadodara,Gujarat,FALSE
12946,736157,Mathabhanga_Pachagarh_D (West Bengal),Mathabhanga_Pachagarh_D (West Bengal),Mathabhanga_Pachagarh_D (West Bengal),Mathabhanga,West Bengal,TRUE
12947,522022,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,FALSE
12948,673541,Vadakara_Veerancheri_D (Kerala),Vadakara_Veerancheri_D (Kerala),Vadakara_Veerancheri_D (Kerala),Vadakara,Kerala,FALSE
12949,535001,Vizianagaram_Ward4_D (Andhra Pradesh),Vizianagaram_Ward4_D (Andhra Pradesh),Vizianagaram_Ward4_D (Andhra Pradesh),Vizianagaram,Andhra Pradesh,TRUE
12950,560068,Bangalore_Temp1_L (Karnataka),Bangalore_Temp1_L (Karnataka),Bangalore_Temp1_L (Karnataka),Bangalore,Karnataka,FALSE
12951,382742,Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar_Shertha_L (Gujarat),Gandhinagar,Gujarat,FALSE
12952,271601,Gonda_Jhanjhari_D (Uttar Pradesh),Gonda_Jhanjhari_D (Uttar Pradesh),Gonda_Jhanjhari_D (Uttar Pradesh),Gonda,Uttar Pradesh,TRUE
12953,401609,Dahanu_Ambemora_D (Maharashtra),Dahanu_Ambemora_D (Maharashtra),Dahanu_Ambemora_D (Maharashtra),Dahanu,Maharashtra,TRUE
12954,228141,Kumarganj_Kurebhar_D (Uttar Pradesh),Kumarganj_Kurebhar_D (Uttar Pradesh),Kumarganj_Kurebhar_D (Uttar Pradesh),Kumarganj,Uttar Pradesh,FALSE
12955,855116,Thakurganj_ThanaColony_D (Bihar),Thakurganj_ThanaColony_D (Bihar),Thakurganj_ThanaColony_D (Bihar),Thakurganj,Bihar,TRUE
12956,221712,Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura_MubarDPP_D (Uttar Pradesh),Ratanpura,Uttar Pradesh,FALSE
12957,638154,Erode_SathyRd_DPP (Tamil Nadu),Erode_SathyRd_DPP (Tamil Nadu),Erode_SathyRd_DPP (Tamil Nadu),Erode,Tamil Nadu,FALSE
12958,600016,Chennai_Kolappancheri_L (Tamil Nadu),Chennai_Kolappancheri_L (Tamil Nadu),Chennai_Kolappancheri_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
12959,495012,Bilaspur_Parsada_I (Chhattisgarh),Bilaspur_Parsada_I (Chhattisgarh),Bilaspur_Parsada_I (Chhattisgarh),Bilaspur,Chhattisgarh,FALSE
12960,262528,Lohaghat_RanjeetPalace_D (Uttarakhand),Lohaghat_RanjeetPalace_D (Uttarakhand),Lohaghat_RanjeetPalace_D (Uttarakhand),Lohaghat,Uttarakhand,TRUE
12961,603001,Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu_AnnaNagar_D (Tamil Nadu),Chengalpattu,Tamil Nadu,FALSE
12962,761211,Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi_Omcolony_D (Orissa),Paralakhemundi,Orissa,TRUE
12963,788106,Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool_Lagktlbocpr_D (Assam),Pailapool,Assam,TRUE
12964,457993,Jhabua_Mojipada_D (Madhya Pradesh),Jhabua_Mojipada_D (Madhya Pradesh),Jhabua_Mojipada_D (Madhya Pradesh),Jhabua,Madhya Pradesh,TRUE
12965,767003,Balangir_PalaceLine_D (Orissa),Balangir_PalaceLine_D (Orissa),Balangir_PalaceLine_D (Orissa),Balangir,Orissa,TRUE
12966,678583,Thachnttukra_Mangadn_D (Kerala),Thachnttukra_Mangadn_D (Kerala),Thachnttukra_Mangadn_D (Kerala),Thachanattukara,Kerala,TRUE
12967,629801,Thuckalay_RajamonyHosp_D (Tamil Nadu),Thuckalay_RajamonyHosp_D (Tamil Nadu),Thuckalay_RajamonyHosp_D (Tamil Nadu),Thuckalay,Tamil Nadu,FALSE
12968,785690,Sonari_DolakhariaHabi_DPP (Assam),Sonari_DolakhariaHabi_DPP (Assam),Sonari_DolakhariaHabi_DPP (Assam),Sonari,Assam,TRUE
12969,481996,Bichhiya_ShishuMndir_DPP (Madhya Pradesh),Bichhiya_ShishuMndir_DPP (Madhya Pradesh),Bichhiya_ShishuMndir_DPP (Madhya Pradesh),Bichhiya,Madhya Pradesh,FALSE
12970,522316,Guntur_Gajulapalem_D (Andhra Pradesh),Guntur_Gajulapalem_D (Andhra Pradesh),Guntur_Gajulapalem_D (Andhra Pradesh),Guntur,Andhra Pradesh,TRUE
12971,131304,Gohana_Sector7_D (Haryana),Gohana_Sector7_D (Haryana),Gohana_Sector7_D (Haryana),Gohana,Haryana,FALSE
